clics_db_id,dependent_id,product_id,group_policy_cluster_product_id,coverage_amount,effective_date
9563,2391,26,8,0.00,2019-03-01
9564,2391,27,7,0.00,2019-03-01
9565,2392,24,5,0.00,2019-03-01
9566,2392,25,6,0.00,2019-03-01
9567,2392,26,8,0.00,2019-03-01
9568,2392,27,7,0.00,2019-03-01
9569,2393,24,5,0.00,2019-03-01
9570,2393,25,6,0.00,2019-03-01
9571,2393,26,8,0.00,2019-03-01
9572,2393,27,7,0.00,2019-03-01
9573,2394,24,5,0.00,2019-03-01
9574,2394,25,6,0.00,2019-03-01
9575,2394,26,8,0.00,2019-03-01
9576,2394,27,7,0.00,2019-03-01
9577,2395,24,5,0.00,2019-03-01
9578,2395,25,6,0.00,2019-03-01
9579,2395,26,8,0.00,2019-03-01
9580,2395,27,7,0.00,2019-03-01
9581,2396,24,5,0.00,2019-03-01
9582,2396,25,6,0.00,2019-03-01
9583,2396,26,8,0.00,2019-03-01
9584,2396,27,7,0.00,2019-03-01
9585,2397,24,5,0.00,2019-03-01
9586,2397,25,6,0.00,2019-03-01
9587,2397,26,8,0.00,2019-03-01
9588,2397,27,7,0.00,2019-03-01
9589,2398,24,5,0.00,2019-03-01
9590,2398,25,6,0.00,2019-03-01
9591,2398,26,8,0.00,2019-03-01
9592,2398,27,7,0.00,2019-03-01
9593,2399,24,5,0.00,2019-03-01
9594,2399,25,6,0.00,2019-03-01
9595,2399,26,8,0.00,2019-03-01
9596,2399,27,7,0.00,2019-03-01
9597,2400,24,5,0.00,2019-03-01
9598,2400,25,6,0.00,2019-03-01
9599,2400,26,8,0.00,2019-03-01
9600,2400,27,7,0.00,2019-03-01
9601,2401,24,5,0.00,2019-03-01
9602,2401,25,6,0.00,2019-03-01
9603,2401,26,8,0.00,2019-03-01
9604,2401,27,7,0.00,2019-03-01
9605,2402,24,5,0.00,2019-03-01
9606,2402,25,6,0.00,2019-03-01
9607,2402,26,8,0.00,2019-03-01
9608,2402,27,7,0.00,2019-03-01
9609,2403,24,5,0.00,2019-03-01
9610,2403,25,6,0.00,2019-03-01
9611,2403,26,8,0.00,2019-03-01
9612,2403,27,7,0.00,2019-03-01
9613,2404,24,5,0.00,2019-03-01
9614,2404,25,6,0.00,2019-03-01
9615,2404,26,8,0.00,2019-03-01
9616,2404,27,7,0.00,2019-03-01
9617,2405,24,5,0.00,2019-03-01
9618,2405,25,6,0.00,2019-03-01
9619,2405,26,8,0.00,2019-03-01
9620,2405,27,7,0.00,2019-03-01
9621,2406,24,5,0.00,2019-03-01
9622,2406,25,6,0.00,2019-03-01
9623,2406,26,8,0.00,2019-03-01
9624,2406,27,7,0.00,2019-03-01
9625,2407,24,5,0.00,2019-03-01
9626,2407,25,6,0.00,2019-03-01
9627,2407,26,8,0.00,2019-03-01
9628,2407,27,7,0.00,2019-03-01
9629,2408,24,5,0.00,2019-03-01
9630,2408,25,6,0.00,2019-03-01
9631,2408,26,8,0.00,2019-03-01
9632,2408,27,7,0.00,2019-03-01
9633,2409,24,5,0.00,2019-03-01
9634,2409,25,6,0.00,2019-03-01
9635,2409,26,8,0.00,2019-03-01
9636,2409,27,7,0.00,2019-03-01
9637,2410,24,5,0.00,2019-03-01
9638,2410,25,6,0.00,2019-03-01
9639,2410,26,8,0.00,2019-03-01
9640,2410,27,7,0.00,2019-03-01
9641,2411,24,5,0.00,2019-03-01
9642,2411,25,6,0.00,2019-03-01
9643,2411,26,8,0.00,2019-03-01
9644,2411,27,7,0.00,2019-03-01
9645,2412,24,5,0.00,2019-03-01
9646,2412,25,6,0.00,2019-03-01
9647,2412,26,8,0.00,2019-03-01
9648,2412,27,7,0.00,2019-03-01
9649,2413,24,5,0.00,2019-03-01
9650,2413,25,6,0.00,2019-03-01
9651,2413,26,8,0.00,2019-03-01
9652,2413,27,7,0.00,2019-03-01
9653,2414,24,5,0.00,2019-03-01
9654,2414,25,6,0.00,2019-03-01
9655,2414,26,8,0.00,2019-03-01
9656,2414,27,7,0.00,2019-03-01
9657,2415,24,5,0.00,2019-03-01
9658,2415,25,6,0.00,2019-03-01
9659,2415,26,8,0.00,2019-03-01
9660,2415,27,7,0.00,2019-03-01
9661,2416,24,5,0.00,2019-03-01
9662,2416,25,6,0.00,2019-03-01
9663,2416,26,8,0.00,2019-03-01
9664,2416,27,7,0.00,2019-03-01
9665,2417,24,5,0.00,2019-03-01
9666,2417,25,6,0.00,2019-03-01
9667,2417,26,8,0.00,2019-03-01
9668,2417,27,7,0.00,2019-03-01
9669,2418,24,5,0.00,2019-03-01
9670,2418,25,6,0.00,2019-03-01
9671,2418,26,8,0.00,2019-03-01
9672,2418,27,7,0.00,2019-03-01
9673,2419,24,5,0.00,2019-03-01
9674,2419,25,6,0.00,2019-03-01
9675,2419,26,8,0.00,2019-03-01
9676,2419,27,7,0.00,2019-03-01
9677,2420,24,5,0.00,2019-03-01
9678,2420,25,6,0.00,2019-03-01
9679,2420,26,8,0.00,2019-03-01
9680,2420,27,7,0.00,2019-03-01
9681,2421,24,5,0.00,2019-03-01
9682,2421,25,6,0.00,2019-03-01
9683,2421,26,8,0.00,2019-03-01
9684,2421,27,7,0.00,2019-03-01
9685,2422,24,5,0.00,2019-03-01
9686,2422,25,6,0.00,2019-03-01
9687,2422,26,8,0.00,2019-03-01
9688,2422,27,7,0.00,2019-03-01
9689,2423,24,5,0.00,2019-03-01
9690,2423,25,6,0.00,2019-03-01
9691,2423,26,8,0.00,2019-03-01
9692,2423,27,7,0.00,2019-03-01
9693,2424,24,5,0.00,2019-03-01
9694,2424,25,6,0.00,2019-03-01
9695,2424,26,8,0.00,2019-03-01
9696,2424,27,7,0.00,2019-03-01
9697,2425,24,5,0.00,2019-03-01
9698,2425,25,6,0.00,2019-03-01
9699,2425,26,8,0.00,2019-03-01
9700,2425,27,7,0.00,2019-03-01
9701,2426,24,5,0.00,2019-03-01
9702,2426,25,6,0.00,2019-03-01
9703,2426,26,8,0.00,2019-03-01
9704,2426,27,7,0.00,2019-03-01
9705,2427,24,5,0.00,2019-03-01
9706,2427,25,6,0.00,2019-03-01
9707,2427,26,8,0.00,2019-03-01
9708,2427,27,7,0.00,2019-03-01
9709,2428,24,5,0.00,2019-03-01
9710,2428,25,6,0.00,2019-03-01
9711,2428,26,8,0.00,2019-03-01
9712,2428,27,7,0.00,2019-03-01
9713,2429,24,5,0.00,2019-03-01
9714,2429,25,6,0.00,2019-03-01
9715,2429,26,8,0.00,2019-03-01
9716,2429,27,7,0.00,2019-03-01
9717,2430,24,5,0.00,2019-03-01
9718,2430,25,6,0.00,2019-03-01
9719,2430,26,8,0.00,2019-03-01
9720,2430,27,7,0.00,2019-03-01
9721,2431,24,5,0.00,2019-03-01
9722,2431,25,6,0.00,2019-03-01
9723,2431,26,8,0.00,2019-03-01
9724,2431,27,7,0.00,2019-03-01
9725,2432,24,5,0.00,2019-03-01
9726,2432,25,6,0.00,2019-03-01
9727,2432,26,8,0.00,2019-03-01
9728,2432,27,7,0.00,2019-03-01
9729,2433,24,5,0.00,2019-03-01
9730,2433,25,6,0.00,2019-03-01
9731,2433,26,8,0.00,2019-03-01
9732,2433,27,7,0.00,2019-03-01
9733,2434,24,5,0.00,2019-03-01
9734,2434,25,6,0.00,2019-03-01
9735,2434,26,8,0.00,2019-03-01
9736,2434,27,7,0.00,2019-03-01
9737,2435,24,5,0.00,2019-03-01
9738,2435,25,6,0.00,2019-03-01
9739,2435,26,8,0.00,2019-03-01
9740,2435,27,7,0.00,2019-03-01
9741,2436,24,5,0.00,2019-03-01
9742,2436,25,6,0.00,2019-03-01
9743,2436,26,8,0.00,2019-03-01
9744,2436,27,7,0.00,2019-03-01
9745,2437,24,5,0.00,2019-03-01
9746,2437,25,6,0.00,2019-03-01
9747,2437,26,8,0.00,2019-03-01
9748,2437,27,7,0.00,2019-03-01
9749,2438,24,5,0.00,2019-03-01
9750,2438,25,6,0.00,2019-03-01
9751,2438,26,8,0.00,2019-03-01
9752,2438,27,7,0.00,2019-03-01
9753,2439,24,5,0.00,2019-03-01
9754,2439,25,6,0.00,2019-03-01
9755,2439,26,8,0.00,2019-03-01
9756,2439,27,7,0.00,2019-03-01
9757,2440,24,5,0.00,2019-03-01
9758,2440,25,6,0.00,2019-03-01
9759,2440,26,8,0.00,2019-03-01
9760,2440,27,7,0.00,2019-03-01
9761,2441,24,5,0.00,2019-03-01
9762,2441,25,6,0.00,2019-03-01
9763,2441,26,8,0.00,2019-03-01
9764,2441,27,7,0.00,2019-03-01
9765,2442,24,5,0.00,2019-03-01
9766,2442,25,6,0.00,2019-03-01
9767,2442,26,8,0.00,2019-03-01
9768,2442,27,7,0.00,2019-03-01
9769,2443,24,5,0.00,2019-03-01
9770,2443,25,6,0.00,2019-03-01
9771,2443,26,8,0.00,2019-03-01
9772,2443,27,7,0.00,2019-03-01
9773,2444,24,5,0.00,2019-03-01
9774,2444,25,6,0.00,2019-03-01
9775,2444,26,8,0.00,2019-03-01
9776,2444,27,7,0.00,2019-03-01
9777,2445,24,5,0.00,2019-03-01
9778,2445,25,6,0.00,2019-03-01
9779,2445,26,8,0.00,2019-03-01
9780,2445,27,7,0.00,2019-03-01
9781,2446,24,5,0.00,2019-03-01
9782,2446,25,6,0.00,2019-03-01
9783,2446,26,8,0.00,2019-03-01
9784,2446,27,7,0.00,2019-03-01
9785,2447,24,5,0.00,2019-03-01
9786,2447,25,6,0.00,2019-03-01
9787,2447,26,8,0.00,2019-03-01
9788,2447,27,7,0.00,2019-03-01
9789,2448,24,5,0.00,2019-03-01
9790,2448,25,6,0.00,2019-03-01
9791,2448,26,8,0.00,2019-03-01
9792,2448,27,7,0.00,2019-03-01
9793,2449,24,5,0.00,2019-03-01
9794,2449,25,6,0.00,2019-03-01
9795,2449,26,8,0.00,2019-03-01
9796,2449,27,7,0.00,2019-03-01
9797,2450,24,5,0.00,2019-03-01
9798,2450,25,6,0.00,2019-03-01
9799,2450,26,8,0.00,2019-03-01
9800,2450,27,7,0.00,2019-03-01
9801,2451,24,5,0.00,2019-03-01
9802,2451,25,6,0.00,2019-03-01
9803,2451,26,8,0.00,2019-03-01
9804,2451,27,7,0.00,2019-03-01
9805,2452,24,5,0.00,2019-03-01
9806,2452,25,6,0.00,2019-03-01
9807,2452,26,8,0.00,2019-03-01
9808,2452,27,7,0.00,2019-03-01
9809,2453,24,5,0.00,2019-03-01
9810,2453,25,6,0.00,2019-03-01
9811,2453,26,8,0.00,2019-03-01
9812,2453,27,7,0.00,2019-03-01
9813,2454,24,5,0.00,2019-03-01
9814,2454,25,6,0.00,2019-03-01
9815,2454,26,8,0.00,2019-03-01
9816,2454,27,7,0.00,2019-03-01
9817,2455,24,5,0.00,2019-03-01
9818,2455,25,6,0.00,2019-03-01
9819,2455,26,8,0.00,2019-03-01
9820,2455,27,7,0.00,2019-03-01
9821,2456,24,5,0.00,2019-03-01
9822,2456,25,6,0.00,2019-03-01
9823,2456,26,8,0.00,2019-03-01
9824,2456,27,7,0.00,2019-03-01
9825,2457,24,5,0.00,2019-03-01
9826,2457,25,6,0.00,2019-03-01
9827,2457,26,8,0.00,2019-03-01
9828,2457,27,7,0.00,2019-03-01
9829,2458,24,5,0.00,2019-03-01
9830,2458,25,6,0.00,2019-03-01
9831,2458,26,8,0.00,2019-03-01
9832,2458,27,7,0.00,2019-03-01
9833,2459,24,5,0.00,2019-03-01
9834,2459,25,6,0.00,2019-03-01
9835,2459,26,8,0.00,2019-03-01
9836,2459,27,7,0.00,2019-03-01
9837,2460,24,5,0.00,2019-03-01
9838,2460,25,6,0.00,2019-03-01
9839,2460,26,8,0.00,2019-03-01
9840,2460,27,7,0.00,2019-03-01
9841,2461,24,5,0.00,2019-03-01
9842,2461,25,6,0.00,2019-03-01
9843,2461,26,8,0.00,2019-03-01
9844,2461,27,7,0.00,2019-03-01
9845,2462,24,5,0.00,2019-03-01
9846,2462,25,6,0.00,2019-03-01
9847,2462,26,8,0.00,2019-03-01
9848,2462,27,7,0.00,2019-03-01
9849,2463,24,5,0.00,2019-03-01
9850,2463,25,6,0.00,2019-03-01
9851,2463,26,8,0.00,2019-03-01
9852,2463,27,7,0.00,2019-03-01
9853,2464,24,5,0.00,2019-03-01
9854,2464,25,6,0.00,2019-03-01
9855,2464,26,8,0.00,2019-03-01
9856,2464,27,7,0.00,2019-03-01
9857,2465,24,5,0.00,2019-03-01
9858,2465,25,6,0.00,2019-03-01
9859,2465,26,8,0.00,2019-03-01
9860,2465,27,7,0.00,2019-03-01
9861,2466,24,5,0.00,2019-03-01
9862,2466,25,6,0.00,2019-03-01
9863,2466,26,8,0.00,2019-03-01
9864,2466,27,7,0.00,2019-03-01
9865,2467,24,5,0.00,2019-03-01
9866,2467,25,6,0.00,2019-03-01
9867,2467,26,8,0.00,2019-03-01
9868,2467,27,7,0.00,2019-03-01
9869,2468,24,5,0.00,2019-03-01
9870,2468,25,6,0.00,2019-03-01
9871,2468,26,8,0.00,2019-03-01
9872,2468,27,7,0.00,2019-03-01
9873,2469,24,5,0.00,2019-03-01
9874,2469,25,6,0.00,2019-03-01
9875,2469,26,8,0.00,2019-03-01
9876,2469,27,7,0.00,2019-03-01
9877,2470,24,5,0.00,2019-03-01
9878,2470,25,6,0.00,2019-03-01
9879,2470,26,8,0.00,2019-03-01
9880,2470,27,7,0.00,2019-03-01
9881,2471,24,5,0.00,2019-03-01
9882,2471,25,6,0.00,2019-03-01
9883,2471,26,8,0.00,2019-03-01
9884,2471,27,7,0.00,2019-03-01
9885,2472,24,5,0.00,2019-03-01
9886,2472,25,6,0.00,2019-03-01
9887,2472,26,8,0.00,2019-03-01
9888,2472,27,7,0.00,2019-03-01
9889,2473,24,5,0.00,2019-03-01
9890,2473,25,6,0.00,2019-03-01
9891,2473,26,8,0.00,2019-03-01
9892,2473,27,7,0.00,2019-03-01
9893,2474,24,5,0.00,2019-03-01
9894,2474,25,6,0.00,2019-03-01
9895,2474,26,8,0.00,2019-03-01
9896,2474,27,7,0.00,2019-03-01
9897,2475,24,5,0.00,2019-03-01
9898,2475,25,6,0.00,2019-03-01
9899,2475,26,8,0.00,2019-03-01
9900,2475,27,7,0.00,2019-03-01
9901,2476,24,5,0.00,2019-03-01
9902,2476,25,6,0.00,2019-03-01
9903,2476,26,8,0.00,2019-03-01
9904,2476,27,7,0.00,2019-03-01
9905,2477,24,5,0.00,2019-03-01
9906,2477,25,6,0.00,2019-03-01
9907,2477,26,8,0.00,2019-03-01
9908,2477,27,7,0.00,2019-03-01
9909,2478,24,5,0.00,2019-03-01
9910,2478,25,6,0.00,2019-03-01
9911,2478,26,8,0.00,2019-03-01
9912,2478,27,7,0.00,2019-03-01
9913,2479,24,5,0.00,2019-03-01
9914,2479,25,6,0.00,2019-03-01
9915,2479,26,8,0.00,2019-03-01
9916,2479,27,7,0.00,2019-03-01
9917,2480,24,5,0.00,2019-03-01
9918,2480,25,6,0.00,2019-03-01
9919,2480,26,8,0.00,2019-03-01
9920,2480,27,7,0.00,2019-03-01
9921,2481,24,5,0.00,2019-03-01
9922,2481,25,6,0.00,2019-03-01
9923,2481,26,8,0.00,2019-03-01
9924,2481,27,7,0.00,2019-03-01
9925,2482,24,5,0.00,2019-03-01
9926,2482,25,6,0.00,2019-03-01
9927,2482,26,8,0.00,2019-03-01
9928,2482,27,7,0.00,2019-03-01
9929,2483,24,5,0.00,2019-03-01
9930,2483,25,6,0.00,2019-03-01
9931,2483,26,8,0.00,2019-03-01
9932,2483,27,7,0.00,2019-03-01
9933,2484,24,5,0.00,2019-03-01
9934,2484,25,6,0.00,2019-03-01
9935,2484,26,8,0.00,2019-03-01
9936,2484,27,7,0.00,2019-03-01
9937,2485,24,5,0.00,2019-03-01
9938,2485,25,6,0.00,2019-03-01
9939,2485,26,8,0.00,2019-03-01
9940,2485,27,7,0.00,2019-03-01
9941,2486,24,5,0.00,2019-03-01
9942,2486,25,6,0.00,2019-03-01
9943,2486,26,8,0.00,2019-03-01
9944,2486,27,7,0.00,2019-03-01
9945,2487,24,5,0.00,2019-03-01
9946,2487,25,6,0.00,2019-03-01
9947,2487,26,8,0.00,2019-03-01
9948,2487,27,7,0.00,2019-03-01
9949,2488,24,5,0.00,2019-03-01
9950,2488,25,6,0.00,2019-03-01
9951,2488,26,8,0.00,2019-03-01
9952,2488,27,7,0.00,2019-03-01
9953,2489,24,5,0.00,2019-03-01
9954,2489,25,6,0.00,2019-03-01
9955,2489,26,8,0.00,2019-03-01
9956,2489,27,7,0.00,2019-03-01
9957,2490,24,5,0.00,2019-03-01
9958,2490,25,6,0.00,2019-03-01
9959,2490,26,8,0.00,2019-03-01
9960,2490,27,7,0.00,2019-03-01
9961,2491,24,5,0.00,2019-03-01
9962,2491,25,6,0.00,2019-03-01
9963,2491,26,8,0.00,2019-03-01
9964,2491,27,7,0.00,2019-03-01
9965,2492,24,5,0.00,2019-03-01
9966,2492,25,6,0.00,2019-03-01
9967,2492,26,8,0.00,2019-03-01
9968,2492,27,7,0.00,2019-03-01
9969,2493,24,5,0.00,2019-03-01
9970,2493,25,6,0.00,2019-03-01
9971,2493,26,8,0.00,2019-03-01
9972,2493,27,7,0.00,2019-03-01
9973,2494,24,5,0.00,2019-03-01
9974,2494,25,6,0.00,2019-03-01
9975,2494,26,8,0.00,2019-03-01
9976,2494,27,7,0.00,2019-03-01
9977,2495,24,5,0.00,2019-03-01
9978,2495,25,6,0.00,2019-03-01
9979,2495,26,8,0.00,2019-03-01
9980,2495,27,7,0.00,2019-03-01
9981,2496,24,5,0.00,2019-03-01
9982,2496,25,6,0.00,2019-03-01
9983,2496,26,8,0.00,2019-03-01
9984,2496,27,7,0.00,2019-03-01
9985,2497,24,5,0.00,2019-03-01
9986,2497,25,6,0.00,2019-03-01
9987,2497,26,8,0.00,2019-03-01
9988,2497,27,7,0.00,2019-03-01
9989,2498,24,5,0.00,2019-03-01
9990,2498,25,6,0.00,2019-03-01
9991,2498,26,8,0.00,2019-03-01
9992,2498,27,7,0.00,2019-03-01
9993,2499,24,5,0.00,2019-03-01
9994,2499,25,6,0.00,2019-03-01
9995,2499,26,8,0.00,2019-03-01
9996,2499,27,7,0.00,2019-03-01
9997,2500,24,5,0.00,2019-05-11
9998,2500,25,6,0.00,2019-05-11
9999,2500,26,8,0.00,2019-05-11
10000,2500,27,7,0.00,2019-05-11
10001,2501,24,5,0.00,2019-03-01
10002,2501,25,6,0.00,2019-03-01
10003,2501,26,8,0.00,2019-03-01
10004,2501,27,7,0.00,2019-03-01
10005,2502,24,5,0.00,2019-03-01
10006,2502,25,6,0.00,2019-03-01
10007,2502,26,8,0.00,2019-03-01
10008,2502,27,7,0.00,2019-03-01
10009,2503,24,5,0.00,2019-03-01
10010,2503,25,6,0.00,2019-03-01
10011,2503,26,8,0.00,2019-03-01
10012,2503,27,7,0.00,2019-03-01
10013,2504,24,5,0.00,2019-03-01
10014,2504,25,6,0.00,2019-03-01
10015,2504,26,8,0.00,2019-03-01
10016,2504,27,7,0.00,2019-03-01
10017,2505,24,5,0.00,2019-03-01
10018,2505,25,6,0.00,2019-03-01
10019,2505,26,8,0.00,2019-03-01
10020,2505,27,7,0.00,2019-03-01
10021,2506,24,5,0.00,2019-03-01
10022,2506,25,6,0.00,2019-03-01
10023,2506,26,8,0.00,2019-03-01
10024,2506,27,7,0.00,2019-03-01
10025,2507,24,5,0.00,2019-03-01
10026,2507,25,6,0.00,2019-03-01
10027,2507,26,8,0.00,2019-03-01
10028,2507,27,7,0.00,2019-03-01
10029,2508,24,5,0.00,2019-03-01
10030,2508,25,6,0.00,2019-03-01
10031,2508,26,8,0.00,2019-03-01
10032,2508,27,7,0.00,2019-03-01
10033,2509,24,5,0.00,2019-03-01
10034,2509,25,6,0.00,2019-03-01
10035,2509,26,8,0.00,2019-03-01
10036,2509,27,7,0.00,2019-03-01
10037,2510,24,5,0.00,2019-03-01
10038,2510,25,6,0.00,2019-03-01
10039,2510,26,8,0.00,2019-03-01
10040,2510,27,7,0.00,2019-03-01
10041,2511,24,5,0.00,2019-03-01
10042,2511,25,6,0.00,2019-03-01
10043,2511,26,8,0.00,2019-03-01
10044,2511,27,7,0.00,2019-03-01
10045,2512,24,5,0.00,2019-03-01
10046,2512,25,6,0.00,2019-03-01
10047,2512,26,8,0.00,2019-03-01
10048,2512,27,7,0.00,2019-03-01
10049,2513,24,5,0.00,2019-03-01
10050,2513,25,6,0.00,2019-03-01
10051,2513,26,8,0.00,2019-03-01
10052,2513,27,7,0.00,2019-03-01
10053,2514,24,5,0.00,2019-03-01
10054,2514,25,6,0.00,2019-03-01
10055,2514,26,8,0.00,2019-03-01
10056,2514,27,7,0.00,2019-03-01
10057,2515,24,5,0.00,2019-03-01
10058,2515,25,6,0.00,2019-03-01
10059,2515,26,8,0.00,2019-03-01
10060,2515,27,7,0.00,2019-03-01
10061,2516,24,5,0.00,2019-03-01
10062,2516,25,6,0.00,2019-03-01
10063,2516,26,8,0.00,2019-03-01
10064,2516,27,7,0.00,2019-03-01
10065,2517,24,5,0.00,2019-03-01
10066,2517,25,6,0.00,2019-03-01
10067,2517,26,8,0.00,2019-03-01
10068,2517,27,7,0.00,2019-03-01
10069,2518,24,5,0.00,2019-05-13
10070,2518,25,6,0.00,2019-05-13
10071,2518,26,8,0.00,2019-05-13
10072,2518,27,7,0.00,2019-05-13
10073,2519,24,5,0.00,2019-03-01
10074,2519,25,6,0.00,2019-03-01
10075,2519,26,8,0.00,2019-03-01
10076,2519,27,7,0.00,2019-03-01
10077,2520,24,5,0.00,2019-03-01
10078,2520,25,6,0.00,2019-03-01
10079,2520,26,8,0.00,2019-03-01
10080,2520,27,7,0.00,2019-03-01
10081,2521,24,5,0.00,2019-03-01
10082,2521,25,6,0.00,2019-03-01
10083,2521,26,8,0.00,2019-03-01
10084,2521,27,7,0.00,2019-03-01
10085,2522,24,5,0.00,2019-03-01
10086,2522,25,6,0.00,2019-03-01
10087,2522,26,8,0.00,2019-03-01
10088,2522,27,7,0.00,2019-03-01
10089,2523,24,5,0.00,2019-03-01
10090,2523,25,6,0.00,2019-03-01
10091,2523,26,8,0.00,2019-03-01
10092,2523,27,7,0.00,2019-03-01
10093,2524,24,5,0.00,2019-03-01
10094,2524,25,6,0.00,2019-03-01
10095,2524,26,8,0.00,2019-03-01
10096,2524,27,7,0.00,2019-03-01
10097,2525,24,5,0.00,2019-03-01
10098,2525,25,6,0.00,2019-03-01
10099,2525,26,8,0.00,2019-03-01
10100,2525,27,7,0.00,2019-03-01
10101,2526,24,5,0.00,2019-03-01
10102,2526,25,6,0.00,2019-03-01
10103,2526,26,8,0.00,2019-03-01
10104,2526,27,7,0.00,2019-03-01
10105,2527,24,5,0.00,2019-03-01
10106,2527,25,6,0.00,2019-03-01
10107,2527,26,8,0.00,2019-03-01
10108,2527,27,7,0.00,2019-03-01
10109,2528,24,5,0.00,2019-03-01
10110,2528,25,6,0.00,2019-03-01
10111,2528,26,8,0.00,2019-03-01
10112,2528,27,7,0.00,2019-03-01
10113,2529,24,5,0.00,2019-03-01
10114,2529,25,6,0.00,2019-03-01
10115,2529,26,8,0.00,2019-03-01
10116,2529,27,7,0.00,2019-03-01
10117,2530,24,5,0.00,2019-03-01
10118,2530,25,6,0.00,2019-03-01
10119,2530,26,8,0.00,2019-03-01
10120,2530,27,7,0.00,2019-03-01
10121,2531,24,5,0.00,2019-03-01
10122,2531,25,6,0.00,2019-03-01
10123,2531,26,8,0.00,2019-03-01
10124,2531,27,7,0.00,2019-03-01
10125,2532,24,5,0.00,2019-03-01
10126,2532,25,6,0.00,2019-03-01
10127,2532,26,8,0.00,2019-03-01
10128,2532,27,7,0.00,2019-03-01
10129,2533,24,5,0.00,2019-03-01
10130,2533,25,6,0.00,2019-03-01
10131,2533,26,8,0.00,2019-03-01
10132,2533,27,7,0.00,2019-03-01
10133,2534,24,5,0.00,2019-03-01
10134,2534,25,6,0.00,2019-03-01
10135,2534,26,8,0.00,2019-03-01
10136,2534,27,7,0.00,2019-03-01
10137,2535,24,5,0.00,2019-03-01
10138,2535,25,6,0.00,2019-03-01
10139,2535,26,8,0.00,2019-03-01
10140,2535,27,7,0.00,2019-03-01
10141,2536,24,5,0.00,2019-03-01
10142,2536,25,6,0.00,2019-03-01
10143,2536,26,8,0.00,2019-03-01
10144,2536,27,7,0.00,2019-03-01
10145,2537,24,5,0.00,2019-03-01
10146,2537,25,6,0.00,2019-03-01
10147,2537,26,8,0.00,2019-03-01
10148,2537,27,7,0.00,2019-03-01
10149,2538,24,5,0.00,2019-03-01
10150,2538,25,6,0.00,2019-03-01
10151,2538,26,8,0.00,2019-03-01
10152,2538,27,7,0.00,2019-03-01
10153,2539,24,5,0.00,2019-03-01
10154,2539,25,6,0.00,2019-03-01
10155,2539,26,8,0.00,2019-03-01
10156,2539,27,7,0.00,2019-03-01
10157,2540,24,5,0.00,2019-03-01
10158,2540,25,6,0.00,2019-03-01
10159,2540,26,8,0.00,2019-03-01
10160,2540,27,7,0.00,2019-03-01
10161,2541,24,5,0.00,2019-03-01
10162,2541,25,6,0.00,2019-03-01
10163,2541,26,8,0.00,2019-03-01
10164,2541,27,7,0.00,2019-03-01
10165,2542,24,5,0.00,2019-03-01
10166,2542,25,6,0.00,2019-03-01
10167,2542,26,8,0.00,2019-03-01
10168,2542,27,7,0.00,2019-03-01
10169,2543,24,5,0.00,2019-03-01
10170,2543,25,6,0.00,2019-03-01
10171,2543,26,8,0.00,2019-03-01
10172,2543,27,7,0.00,2019-03-01
10173,2544,24,5,0.00,2019-03-01
10174,2544,25,6,0.00,2019-03-01
10175,2544,26,8,0.00,2019-03-01
10176,2544,27,7,0.00,2019-03-01
10177,2545,24,5,0.00,2019-06-17
10178,2545,25,6,0.00,2019-06-17
10179,2545,26,8,0.00,2019-06-17
10180,2545,27,7,0.00,2019-06-17
10181,2546,24,5,0.00,2019-03-01
10182,2546,25,6,0.00,2019-03-01
10183,2546,26,8,0.00,2019-03-01
10184,2546,27,7,0.00,2019-03-01
10185,2547,24,5,0.00,2019-03-01
10186,2547,25,6,0.00,2019-03-01
10187,2547,26,8,0.00,2019-03-01
10188,2547,27,7,0.00,2019-03-01
10189,2548,24,5,0.00,2019-03-01
10190,2548,25,6,0.00,2019-03-01
10191,2548,26,8,0.00,2019-03-01
10192,2548,27,7,0.00,2019-03-01
10193,2549,24,5,0.00,2019-03-01
10194,2549,25,6,0.00,2019-03-01
10195,2549,26,8,0.00,2019-03-01
10196,2549,27,7,0.00,2019-03-01
10197,2550,24,5,0.00,2019-03-01
10198,2550,25,6,0.00,2019-03-01
10199,2550,26,8,0.00,2019-03-01
10200,2550,27,7,0.00,2019-03-01
10201,2551,24,5,0.00,2019-03-01
10202,2551,25,6,0.00,2019-03-01
10203,2551,26,8,0.00,2019-03-01
10204,2551,27,7,0.00,2019-03-01
10205,2552,24,5,0.00,2019-03-01
10206,2552,25,6,0.00,2019-03-01
10207,2552,26,8,0.00,2019-03-01
10208,2552,27,7,0.00,2019-03-01
10209,2553,24,5,0.00,2019-03-01
10210,2553,25,6,0.00,2019-03-01
10211,2553,26,8,0.00,2019-03-01
10212,2553,27,7,0.00,2019-03-01
10213,2554,24,5,0.00,2019-03-01
10214,2554,25,6,0.00,2019-03-01
10215,2554,26,8,0.00,2019-03-01
10216,2554,27,7,0.00,2019-03-01
10217,2555,24,5,0.00,2019-03-01
10218,2555,25,6,0.00,2019-03-01
10219,2555,26,8,0.00,2019-03-01
10220,2555,27,7,0.00,2019-03-01
10221,2556,24,5,0.00,2019-03-04
10222,2556,25,6,0.00,2019-03-04
10223,2556,26,8,0.00,2019-03-04
10224,2556,27,7,0.00,2019-03-04
10225,2557,24,5,0.00,2019-03-01
10226,2557,25,6,0.00,2019-03-01
