clics_db_id,group_policy_id,effective_date
11246,872,2023-10-19
11247,872,2023-10-19
11248,872,2023-10-19
11249,872,2023-10-19
11250,871,2023-10-19
11251,871,2023-10-19
11252,871,2023-10-19
11253,871,2023-10-19
11254,871,2023-10-19
11255,871,2023-10-19
11256,870,2023-10-19
11257,870,2023-10-19
11258,870,2023-10-19
11259,870,2023-10-19
11260,870,2023-10-19
11261,870,2023-10-19
11262,869,2023-10-19
11263,869,2023-10-19
11264,869,2023-10-19
11265,869,2023-10-19
11266,869,2023-10-19
11267,869,2023-10-19
11268,868,2023-10-19
11269,868,2023-10-19
11270,868,2023-10-19
11271,868,2023-10-19
11272,868,2023-10-19
11273,868,2023-10-19
11274,878,2023-10-18
11275,878,2023-10-18
11276,878,2023-10-18
11277,878,2023-10-18
11278,878,2023-10-18
11279,878,2023-10-18
11280,879,2017-07-24
11281,880,2023-11-01
11282,674,2023-07-20
11283,881,2020-09-15
11284,882,2020-09-15
11285,883,2022-10-28
11286,884,2023-02-06
11287,664,2023-08-01
11288,885,2023-06-21
11289,886,2020-11-15
11290,887,2022-10-01
11291,888,2004-04-15
11292,889,2023-11-09
11293,890,2023-11-12
11294,891,2023-11-08
11295,892,2017-06-05
11296,893,2023-07-01
11297,894,2023-11-05
11298,895,2005-01-01
11299,896,2023-11-15
11300,897,2023-11-12
11301,897,2023-11-12
11302,897,2023-11-12
11303,898,2020-03-03
11304,899,2015-03-01
11305,900,2022-08-14
11306,901,2023-11-08
11307,902,2023-11-16
11308,902,2023-11-16
11309,903,2023-11-01
11310,904,2023-08-06
11311,905,2023-11-19
11312,906,2023-11-16
11313,907,2023-11-19
11314,907,2023-11-19
11315,908,1998-05-12
11316,909,2014-02-17
11317,910,2023-11-23
11318,911,2023-11-23
11319,912,2023-11-23
11320,912,2023-11-23
11321,912,2023-11-23
11322,913,2023-11-26
11323,914,2023-11-26
11324,915,2023-11-17
11325,916,2023-11-23
11326,917,2023-11-16
11327,918,2023-08-06
11328,795,2023-05-01
11329,919,2023-12-03
11330,920,2023-09-29
11331,921,2019-01-07
11332,922,2011-03-01
11333,923,2023-12-07
11334,924,2023-12-12
11335,925,2023-12-07
11336,926,2023-12-13
11337,927,2020-12-23
11338,928,2005-01-01
11339,929,2023-12-21
11340,930,2007-10-10
11341,936,2018-07-18
11342,931,2022-07-28
11343,937,2023-12-01
11344,937,2023-12-01
11345,938,2023-12-01
11346,938,2023-12-01
11347,939,2024-01-01
11348,939,2024-01-01
11349,939,2024-01-01
11350,939,2024-01-01
11351,940,2024-01-01
11352,941,2024-01-01
11353,942,2024-01-01
11354,942,2024-01-01
11355,943,2024-01-01
11356,944,2015-12-18
11357,945,2022-10-10
11358,946,2024-01-01
11359,947,2024-01-01
11360,947,2024-01-01
11361,947,2024-01-01
11362,947,2024-01-01
11363,948,2024-01-01
11364,948,2024-01-01
11365,949,2024-01-08
11366,950,2024-01-04
11367,951,2024-01-01
